Class,Left_Hip_X,Left_Hip_Y,Left_Hip_Z,Right_Hip_X,Right_Hip_Y,Right_Hip_Z,Left_Shoulder_X,Left_Shoulder_Y,Left_Shoulder_Z,Right_Shoulder_X,Right_Shoulder_Y,Right_Shoulder_Z,Nose_X,Nose_Y,Nose_Z
Class1,0.425419837,0.72125262,0.159589022,0.452899635,0.725470066,-0.159450784,0.479824632,0.321219474,0.213814899,0.507079542,0.32686764,-0.286122143,0.606372178,0.34072566,-0.010314643
Class1,0.425483584,0.72130549,0.159619644,0.45287925,0.725432336,-0.159482881,0.480146974,0.3218638,0.212344974,0.507113934,0.326991647,-0.286165297,0.60578233,0.341948718,-0.010851485
Class1,0.425597996,0.721496224,0.159719557,0.452884465,0.725411713,-0.159580246,0.480366588,0.323214114,0.212456271,0.507231355,0.32699281,-0.281437546,0.604771912,0.346701711,-0.009437354
Class1,0.425672174,0.721498847,0.159862205,0.452870518,0.725328088,-0.159717694,0.4806059,0.323848933,0.212539479,0.507353842,0.327008188,-0.2801328,0.604581654,0.349048972,-0.007925292
Class1,0.425670594,0.72188431,0.159867808,0.452924758,0.725302041,-0.159723699,0.480671555,0.324840873,0.212689459,0.507856727,0.327129185,-0.273567885,0.604058087,0.351622045,-0.006855778
Class1,0.425679356,0.722204268,0.159867674,0.453014374,0.725317895,-0.159723595,0.480843008,0.325590163,0.213538557,0.50856638,0.327332526,-0.26859194,0.603508592,0.35240081,-0.004429766
Class1,0.425697029,0.722451806,0.159886986,0.452853888,0.725304186,-0.159741744,0.481012136,0.326313198,0.213637576,0.508666992,0.327824712,-0.266396165,0.603346646,0.356339276,-0.002449301
Class1,0.425734878,0.722489476,0.159870446,0.452743351,0.725292146,-0.159725755,0.481107295,0.326604247,0.213652119,0.508796036,0.328360528,-0.265936583,0.603199124,0.357788682,-0.00203612
Class1,0.425810397,0.722602487,0.159965336,0.452585697,0.725284994,-0.159822434,0.481428474,0.327930331,0.213801086,0.508792937,0.328414828,-0.263441622,0.602909327,0.359128058,-0.001304487
Class1,0.425817877,0.722638845,0.160042807,0.452493578,0.725280344,-0.159904197,0.481448799,0.328564614,0.213829577,0.508807898,0.328570634,-0.261728764,0.602516115,0.359246999,-0.001501123
Class1,0.425840497,0.722696602,0.160100311,0.452311963,0.725263834,-0.159962386,0.482043356,0.330164343,0.213843837,0.508868992,0.32933414,-0.261265814,0.602509737,0.362345964,-0.000178099
Class1,0.42584151,0.722805798,0.160163417,0.452209651,0.725233197,-0.160024792,0.482394665,0.330982506,0.213831887,0.508934975,0.32959801,-0.260408759,0.602304161,0.363385946,0.000211816
Class1,0.425816685,0.723001957,0.160178944,0.451936513,0.725027323,-0.160039812,0.482772499,0.332232386,0.213269219,0.508954763,0.329607785,-0.257383317,0.602265298,0.363346726,6.79781E-05
Class1,0.425809085,0.723006785,0.1601592,0.451790541,0.724709153,-0.160020858,0.48311004,0.332773536,0.210622117,0.508969247,0.329669118,-0.257825315,0.602256238,0.363398284,-0.001425212
Class1,0.4255808,0.723167598,0.160164401,0.451610386,0.724697888,-0.160026163,0.483247191,0.333802611,0.210084677,0.509050727,0.330279827,-0.257624179,0.602244318,0.364206612,-0.001461973
Class1,0.425420314,0.723225176,0.160185888,0.451526374,0.724682093,-0.160047233,0.483318806,0.334530354,0.208591312,0.509211302,0.330633849,-0.25787583,0.602206528,0.364492923,-0.004180039
Class1,0.425403684,0.72370851,0.160341904,0.451126635,0.72455442,-0.160197929,0.484055221,0.336915016,0.208466366,0.509362459,0.330623209,-0.257674009,0.602196515,0.368788958,-0.003552772
Class1,0.425159603,0.724399328,0.160345271,0.45101288,0.724542677,-0.160201296,0.484400332,0.338177353,0.206875235,0.509592831,0.330614179,-0.257481217,0.602089882,0.370249808,-0.003843911
Class1,0.424997836,0.724648774,0.160353333,0.450054199,0.7245242,-0.160207286,0.484910578,0.338454276,0.205005735,0.509638429,0.331223071,-0.258361101,0.601996839,0.372101337,-0.004990345
Class1,0.42484507,0.724707127,0.160467714,0.448943675,0.724451125,-0.160312727,0.485386461,0.33878085,0.205005795,0.509631395,0.33153078,-0.260224104,0.601983309,0.3733868,-0.005206862
Class1,0.424891979,0.725168109,0.161106005,0.448543102,0.724522471,-0.160948753,0.486333847,0.34083885,0.204761133,0.509674966,0.331686407,-0.260259807,0.601018012,0.374334633,-0.008651053
Class1,0.424913555,0.725507975,0.16180256,0.4481107,0.724701107,-0.161643267,0.48699826,0.341476411,0.204927102,0.509691596,0.331910282,-0.260461181,0.600617945,0.374694556,-0.008781042
Class1,0.424913138,0.726392031,0.162253037,0.447622836,0.724704325,-0.16208753,0.48781532,0.343244225,0.204975709,0.509704232,0.331913382,-0.260477751,0.600313306,0.376882643,-0.008699781
Class1,0.424911171,0.727310359,0.16271551,0.447335064,0.724700868,-0.162550434,0.48841545,0.344628572,0.205259487,0.509760857,0.331813544,-0.26086399,0.6001845,0.378164828,-0.00863306
Class1,0.425098121,0.729507506,0.163011208,0.447092354,0.725281358,-0.162845954,0.489268303,0.346259117,0.209628806,0.509750843,0.331815749,-0.260100096,0.600016296,0.380055875,-0.003159748
Class1,0.425204277,0.731701255,0.16338934,0.447128445,0.725462914,-0.163234681,0.489582896,0.347974449,0.213079005,0.509818733,0.331775546,-0.25950253,0.599867582,0.38071388,-0.000998789
Class1,0.425446987,0.733478189,0.163401365,0.447134286,0.725774705,-0.16324684,0.489729047,0.349292576,0.213290423,0.509805322,0.331925571,-0.258292973,0.599404156,0.383638293,0.002509331
Class1,0.425451159,0.733777523,0.163195044,0.447227478,0.725791752,-0.16304253,0.489721626,0.34998253,0.211911425,0.509831727,0.332215428,-0.255615771,0.599052012,0.384870112,0.002411215
Class1,0.425453871,0.734175265,0.163143799,0.447158545,0.725840151,-0.162991002,0.489720523,0.351841599,0.211202636,0.509747863,0.333037734,-0.255769223,0.598946512,0.386847258,0.002397119
Class1,0.425486416,0.734424174,0.163147792,0.447159857,0.726030648,-0.162995592,0.489703923,0.352358401,0.209916979,0.509704649,0.333736956,-0.255884975,0.598594666,0.388079077,0.001890677
Class1,0.425623745,0.734552264,0.163147107,0.447278678,0.726037264,-0.162994489,0.489788264,0.353801996,0.208843052,0.509602487,0.334276825,-0.256239146,0.597861946,0.390406966,0.001228807
Class1,0.42583248,0.734682977,0.163205042,0.447349399,0.726040959,-0.163047925,0.489918202,0.354685217,0.208815917,0.509335637,0.334954679,-0.256561577,0.597608924,0.391682595,0.001147805
Class1,0.426275074,0.735948503,0.163841516,0.446711361,0.726734579,-0.163678229,0.490510494,0.358534575,0.20892325,0.508889198,0.335708916,-0.258620173,0.597287595,0.393121332,0.001060717
Class1,0.427028626,0.736821055,0.163997397,0.446676552,0.726909876,-0.163836047,0.490935922,0.360241443,0.20891659,0.508519173,0.336019248,-0.258637011,0.59661752,0.394674599,0.000973679
Class1,0.427280813,0.738702476,0.164857298,0.446424007,0.727553546,-0.164698809,0.491103321,0.363445282,0.210494682,0.508202672,0.336255103,-0.259356678,0.596213043,0.396976501,0.001501894
Class1,0.427336693,0.739551544,0.16483596,0.446426898,0.727520168,-0.164679796,0.491174668,0.364718616,0.209977657,0.507981122,0.336261213,-0.257188886,0.595636547,0.399032384,0.001452254
Class1,0.427357674,0.739555299,0.164153233,0.446061164,0.727404535,-0.163997829,0.491000652,0.365245432,0.204991519,0.507744491,0.33749485,-0.2572411,0.594316363,0.403333187,0.001035408
Class1,0.427627206,0.739510238,0.163618147,0.446064115,0.726941764,-0.16346392,0.490992993,0.366752297,0.203763783,0.507652283,0.337705791,-0.25409928,0.593063116,0.404980898,0.000981172
Class1,0.427949578,0.739474237,0.163411945,0.445973188,0.726846635,-0.163259551,0.491137296,0.368438691,0.203421965,0.507143259,0.337828606,-0.252736956,0.591425478,0.406399548,0.000957776
Class1,0.428363711,0.739625573,0.163036421,0.44600293,0.726878524,-0.162890881,0.491217762,0.369103909,0.202203974,0.506623328,0.337839007,-0.250431001,0.590616047,0.406945497,0.000829566
Class1,0.429002017,0.739905775,0.1627554,0.446005762,0.727124929,-0.16261442,0.491489768,0.370485723,0.201255396,0.506058872,0.338035703,-0.249947235,0.59020251,0.407748252,0.00070554
Class1,0.429154664,0.739976227,0.162217587,0.44601506,0.727141738,-0.162082508,0.491801232,0.371144772,0.200846985,0.505812109,0.338105321,-0.244816646,0.589648187,0.408095121,0.001133352
Class1,0.429512948,0.740114272,0.16205661,0.446014702,0.727159798,-0.161920264,0.492405891,0.372579396,0.200521678,0.505705535,0.338403016,-0.244500116,0.589431524,0.408910155,0.001094563
Class1,0.4299393,0.74010849,0.161645919,0.445986748,0.727184832,-0.161508054,0.492825031,0.372932136,0.199589148,0.505566478,0.338671654,-0.243397385,0.589243591,0.409568101,0.001074418
Class1,0.43002367,0.740563273,0.161608607,0.445986629,0.727971315,-0.161473051,0.49298653,0.374622822,0.199943081,0.505516827,0.338999242,-0.242931813,0.589310825,0.409711748,0.001120265
Class1,0.430093884,0.740563989,0.161574811,0.445972234,0.728063643,-0.161438733,0.493170828,0.374831647,0.200030401,0.505431056,0.3395271,-0.243354514,0.589347661,0.409960926,0.001137057
Class1,0.430224299,0.740565717,0.161575168,0.445967495,0.728080928,-0.161438987,0.493447632,0.375305504,0.200078994,0.505375206,0.34032777,-0.243199691,0.589359105,0.41009143,0.001014055
Class1,0.430308819,0.740562499,0.161574095,0.445988238,0.728174448,-0.161437899,0.493557006,0.375194371,0.200145915,0.505342603,0.340804011,-0.243227467,0.589383721,0.410318106,0.000669751
Class1,0.430312932,0.739733815,0.161524251,0.445211947,0.728179097,-0.161386684,0.494479865,0.375237316,0.199896619,0.505361497,0.34100768,-0.243258134,0.589892447,0.41018188,-0.000302481
Class1,0.43031162,0.739332736,0.161668822,0.444794983,0.728164494,-0.161530912,0.495067269,0.375383914,0.202336758,0.505393326,0.341061532,-0.243376955,0.590239108,0.409959465,0.000398808
Class1,0.430189788,0.73913449,0.16166307,0.444732308,0.728004992,-0.161525905,0.495350331,0.376296669,0.203461558,0.505668223,0.341062516,-0.241382763,0.591103375,0.408154041,0.000933714
Class1,0.430034131,0.73898977,0.161680803,0.444727033,0.727674425,-0.161545202,0.495518565,0.376679987,0.205542594,0.505870461,0.341047764,-0.240017802,0.591779113,0.406714469,0.001982114
Class1,0.429748356,0.738957405,0.161559194,0.444810182,0.727724195,-0.161430091,0.495590538,0.376693219,0.205543593,0.50613296,0.341313541,-0.239502251,0.592535794,0.406278491,0.002941694
Class1,0.429503858,0.738956034,0.161073133,0.445238411,0.728126884,-0.160956353,0.495607376,0.376674175,0.205514565,0.506333768,0.341860473,-0.237587512,0.593008637,0.406077862,0.003607756
Class1,0.429402471,0.73890692,0.160967976,0.445116341,0.728394151,-0.160851374,0.495768189,0.376659125,0.204818949,0.506404221,0.342564791,-0.237745702,0.593335748,0.406006843,0.002795997
Class1,0.429351121,0.73889643,0.160914496,0.445013314,0.728690565,-0.160796478,0.495934606,0.376672655,0.203253269,0.50647217,0.343044609,-0.239222571,0.593619287,0.405846715,0.000532315
Class1,0.429298133,0.738910139,0.160850123,0.44497627,0.728865981,-0.160730585,0.496029437,0.377032816,0.201821893,0.506652117,0.343417495,-0.240291148,0.593834996,0.405842125,-0.000925882
Class1,0.429269701,0.739086747,0.160620779,0.444997102,0.729203343,-0.160497576,0.496032059,0.37762472,0.201579988,0.506732702,0.343657076,-0.239876986,0.593854606,0.406058371,-0.00084979
Class1,0.429208815,0.739548266,0.16041255,0.445095062,0.729612052,-0.160292134,0.496002376,0.378627986,0.201984823,0.507010698,0.343883097,-0.236984342,0.593858182,0.406969368,0.002617795
Class1,0.429008424,0.74026829,0.160409123,0.445158452,0.729924262,-0.160289019,0.495873779,0.380105197,0.206746161,0.507423639,0.343934447,-0.233958542,0.593866348,0.407347709,0.008768037
Class1,0.428707421,0.741158187,0.160518274,0.445270926,0.73003149,-0.160401478,0.495782167,0.381688446,0.212726176,0.507747531,0.343937844,-0.230732247,0.593875945,0.407647252,0.013676504
Class1,0.428415984,0.742361426,0.161023214,0.445564955,0.730330825,-0.160915196,0.495722234,0.382823974,0.218120798,0.508065581,0.343937993,-0.22878617,0.593875706,0.408091098,0.017752174
Class1,0.428070635,0.743623257,0.16176267,0.445695728,0.731111407,-0.161677107,0.495283574,0.385542691,0.227538109,0.508285344,0.343929321,-0.222143456,0.593876958,0.408552349,0.028280726
Class1,0.428074867,0.744689941,0.161758944,0.445955008,0.732184172,-0.161674291,0.495289594,0.387700826,0.226497114,0.508430779,0.343940347,-0.218375683,0.593874156,0.408951193,0.027939392
Class1,0.42822057,0.745275259,0.161867917,0.446154505,0.732242227,-0.161782071,0.495702118,0.387641639,0.229207516,0.508435488,0.343907416,-0.215241238,0.593834102,0.409339398,0.032080118
Class1,0.428462058,0.746052444,0.161938205,0.446459889,0.732464433,-0.161850825,0.496010214,0.38757965,0.2306557,0.508447111,0.343910336,-0.213964,0.593691885,0.409936517,0.034424875
Class1,0.428547859,0.746994853,0.162157103,0.446672112,0.732579887,-0.162065446,0.496137053,0.38753438,0.231471509,0.508527517,0.343909055,-0.214691743,0.593544245,0.4104518,0.033890083
Class1,0.42865476,0.748188376,0.162657127,0.446877033,0.732910752,-0.162560359,0.496211141,0.387449801,0.233437836,0.508558929,0.343906224,-0.215667948,0.59324497,0.411158234,0.033304993
Class1,0.428734362,0.749386013,0.163722575,0.446903974,0.733702958,-0.163617104,0.496217519,0.386580586,0.232218206,0.508562028,0.343907058,-0.220265687,0.592679322,0.411948562,0.030225554
Class1,0.428748518,0.749777317,0.164362654,0.446909547,0.733775914,-0.164257035,0.496222347,0.384885877,0.231417388,0.508646965,0.343915761,-0.226144835,0.592337787,0.413095504,0.028890135
Class1,0.428759634,0.750023425,0.164537698,0.447027683,0.733935237,-0.164435372,0.496197373,0.383157343,0.230345264,0.508802474,0.344004124,-0.23068808,0.591973126,0.414436162,0.024442326
Class1,0.428771585,0.750076056,0.164691851,0.447079837,0.733983934,-0.164589718,0.496174932,0.38144058,0.22785522,0.508916438,0.344053715,-0.233843952,0.591673017,0.415409625,0.020839481
Class1,0.428773344,0.750177681,0.164893523,0.447043389,0.734238744,-0.164792389,0.496174037,0.38032338,0.227505147,0.508984208,0.344033957,-0.23500599,0.591550589,0.415873468,0.019930776
Class1,0.428807557,0.750217259,0.165399224,0.446951479,0.734512687,-0.165298089,0.496183366,0.379143745,0.227126658,0.509043992,0.344070613,-0.238332361,0.59136796,0.416670829,0.018191988
Class1,0.428839326,0.750208795,0.165316656,0.446847558,0.734821141,-0.165217549,0.496162772,0.378436267,0.221644625,0.509293079,0.344156384,-0.240971982,0.591380537,0.417292178,0.014927179
Class1,0.428990573,0.750206947,0.165312707,0.44684568,0.735069454,-0.1652136,0.496201813,0.378249347,0.221248761,0.509460568,0.344168067,-0.241014794,0.591385484,0.417607784,0.015170692
Class1,0.42902416,0.750446737,0.165219396,0.447013319,0.736034989,-0.165124461,0.496143758,0.37754491,0.219981968,0.509757161,0.344307214,-0.240949482,0.591403961,0.417908341,0.015111533
Class1,0.429026753,0.750306129,0.164678499,0.44713518,0.736240149,-0.164592013,0.495786279,0.376306146,0.215317771,0.51023078,0.344438702,-0.241647199,0.591403902,0.41800496,0.014616289
Class1,0.429432809,0.749014854,0.164677814,0.447202504,0.73581028,-0.164591014,0.495713294,0.373555511,0.211386397,0.51024133,0.344538689,-0.245507464,0.591357052,0.418001652,0.006806055
Class1,0.429528862,0.748304009,0.164688423,0.447205931,0.735809684,-0.164599717,0.495551854,0.372425348,0.21116662,0.510302663,0.344719827,-0.247408405,0.591352046,0.41799888,0.007402493
Class1,0.430052847,0.747740328,0.164671496,0.447430283,0.735249817,-0.164581344,0.495561749,0.372301608,0.210912958,0.510311246,0.344646484,-0.247123331,0.591387987,0.417552143,0.004864671
Class1,0.430332065,0.747529089,0.164561927,0.447761267,0.735046983,-0.164469391,0.495531589,0.372269154,0.210699648,0.510316074,0.344642758,-0.246612161,0.591403544,0.417286128,0.00418436
Class1,0.430363089,0.747523844,0.164524287,0.447980523,0.73533231,-0.164431289,0.495504767,0.372169465,0.212582052,0.510257304,0.344639957,-0.243964344,0.591452956,0.416303337,0.00520016
Class1,0.430470556,0.747443557,0.163921967,0.448167145,0.735696852,-0.163821921,0.495502979,0.371721655,0.212714627,0.510087252,0.344770938,-0.239952549,0.591470301,0.415840179,0.005416119
Class1,0.430497825,0.747138619,0.162974745,0.448440254,0.736038804,-0.162876368,0.495489806,0.370514035,0.212070882,0.51007849,0.344809949,-0.238903776,0.591708779,0.41405499,0.005802147
Class1,0.430557519,0.746558964,0.162019044,0.448534071,0.736101031,-0.161917582,0.495541275,0.369538933,0.209054604,0.510080218,0.344919771,-0.238979444,0.591963947,0.413145989,0.004361528
Class1,0.430563271,0.745579362,0.161611423,0.44853878,0.735910654,-0.161513478,0.495449811,0.36847344,0.209071815,0.510046661,0.344658047,-0.23890385,0.592315018,0.410557628,0.003331814
Class1,0.430553943,0.745319605,0.161549747,0.448543966,0.735856116,-0.161453664,0.495343894,0.367947638,0.209109798,0.510023117,0.34450078,-0.239181578,0.592708468,0.408739358,0.003430807
Class1,0.430579185,0.744621038,0.161421299,0.448563278,0.735285163,-0.161325425,0.495324105,0.366764992,0.209615037,0.509768248,0.34359628,-0.239432335,0.592898607,0.406851321,0.003652651
Class1,0.430574507,0.742942214,0.161099777,0.448568732,0.734387636,-0.16099903,0.495234996,0.365421832,0.208415642,0.509598076,0.343280375,-0.24055478,0.592984498,0.406045645,0.003191353
Class1,0.430247337,0.74217844,0.160973355,0.448467702,0.733366847,-0.160871968,0.495004028,0.364116967,0.20844689,0.50958246,0.342540085,-0.242038295,0.593723714,0.404916853,0.003318942
Class1,0.430063665,0.741728306,0.160892233,0.448380083,0.732751012,-0.160790712,0.494874895,0.363659382,0.208398879,0.509507775,0.341965795,-0.243389994,0.594257593,0.403800786,0.002744896
Class1,0.429628879,0.741245925,0.159887835,0.448390454,0.732407033,-0.159804046,0.493165046,0.361823142,0.205849141,0.50967443,0.341347069,-0.243297786,0.594608545,0.400624007,-0.000766338
Class1,0.429272622,0.741189301,0.159253687,0.448542714,0.732380569,-0.159182265,0.492063224,0.361188561,0.205623657,0.509757698,0.340893626,-0.24265413,0.594873488,0.398514986,-0.003032132
Class1,0.42926982,0.741214931,0.159010798,0.448624402,0.732392371,-0.158937395,0.491735607,0.360310018,0.205666721,0.509783328,0.339842379,-0.241441876,0.595576406,0.398226202,-0.002636223
Class1,0.429195106,0.741268098,0.158925235,0.448640019,0.732396185,-0.15885067,0.491435736,0.359846711,0.206062019,0.50980401,0.339104742,-0.240187809,0.595965087,0.398026049,-0.002388497
Class1,0.429296046,0.741326153,0.15948312,0.448748291,0.7323668,-0.159401491,0.491429687,0.359057456,0.211555094,0.509957552,0.33719489,-0.240149677,0.596425831,0.398204803,0.001797969
Class1,0.429328144,0.741332233,0.160584316,0.448780686,0.732317865,-0.160498857,0.491422504,0.358168483,0.216606379,0.510111272,0.336076915,-0.240657568,0.596710384,0.398342907,0.004534792
Class1,0.429333597,0.740926087,0.1612131,0.448730975,0.731801152,-0.161115631,0.49147138,0.356613129,0.220602989,0.510137796,0.335399091,-0.241981223,0.596928954,0.398181528,0.004503322
Class1,0.429310441,0.740767062,0.161782816,0.448743969,0.731746674,-0.161679178,0.491481096,0.355796903,0.223496675,0.510205507,0.33498317,-0.242679492,0.597039282,0.398210853,0.004946311
Class1,0.429079086,0.74007076,0.162495792,0.448853403,0.731740415,-0.162385836,0.491467357,0.35439229,0.225630552,0.510309458,0.334304035,-0.242910653,0.597549677,0.395884156,0.004580352
Class1,0.42890653,0.739522636,0.163281605,0.448882431,0.731689036,-0.163169563,0.49147132,0.35396564,0.227512598,0.510430396,0.333601236,-0.242401391,0.597740471,0.394014627,0.004196067
Class1,0.428941727,0.739174068,0.163804591,0.44893077,0.731625676,-0.163690612,0.491597623,0.352884591,0.226926908,0.510458231,0.332232147,-0.24403055,0.598046899,0.392904669,0.002608819
Class1,0.429009378,0.739072263,0.16407086,0.448953956,0.731611371,-0.163957998,0.491729826,0.352462947,0.226335377,0.510471404,0.331099093,-0.244783416,0.598166049,0.392468005,0.001577032
Class1,0.429142743,0.738234401,0.163908035,0.449550569,0.731535852,-0.163792595,0.49181807,0.349336773,0.224893764,0.510562241,0.329856038,-0.247260228,0.598245561,0.389555961,-3.91942E-05
Class1,0.429387152,0.737261713,0.163867131,0.449782759,0.731353581,-0.163749188,0.492195278,0.347824425,0.223148972,0.510587215,0.329121858,-0.248679638,0.598311484,0.388211101,-0.001678197
Class1,0.429530591,0.736728132,0.163245037,0.450010747,0.731378317,-0.163125992,0.492322296,0.346328378,0.218458205,0.510781884,0.328927308,-0.250254691,0.598582625,0.386619091,-0.005570712
Class1,0.42961058,0.736464858,0.162602112,0.45020476,0.731416464,-0.162479192,0.492355406,0.345472813,0.215725616,0.511051238,0.328883469,-0.251222521,0.598848879,0.385937274,-0.006917557
Class1,0.429614276,0.73509717,0.162524,0.450268537,0.731179476,-0.162395418,0.492203832,0.341765165,0.215778455,0.51108247,0.328911036,-0.256092519,0.598911405,0.385050654,-0.006320375
Class1,0.42963016,0.734315932,0.162494197,0.450430453,0.731033683,-0.16236271,0.492031157,0.340086162,0.215872556,0.511131823,0.328967899,-0.256914318,0.598952413,0.384574711,-0.004469038
